"go","cluster","parent","score","size","term","parentTerm","termUniqueness","termUniquenessWithinCluster","termDispensability"
"GO:0010888",113,"GO:0051235",0.17448,9,"negative regulation of lipid storage","maintenance of location",0.885260536398467,0.333,0.819
"GO:0007291",6,"GO:0030703",0.17427,63,"sperm individualization","eggshell formation",0.886829501915709,0.382909090909091,0.613
"GO:0050691",13,"GO:0009607",0.17175,0,"regulation of defense response to virus by host","response to biotic stimulus",0.904946360153257,0.294363636363636,0.619
"GO:0002230",13,"GO:0009607",0.17175,12,"positive regulation of defense response to virus by host","response to biotic stimulus",0.904946360153257,0.294363636363636,0.619
"GO:0044331",5,"GO:0007157",0.1711,14,"cell-cell adhesion mediated by cadherin","heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules",0.980245849297573,0.37545,0.685
"GO:0046670",125,"GO:0010623",0.17107,0,"positive regulation of retinal cell programmed cell death","programmed cell death involved in cell development",0.835103448275862,0.202714285714286,0.819
"GO:0046672",125,"GO:0010623",0.17107,8,"positive regulation of compound eye retinal cell programmed cell death","programmed cell death involved in cell development",0.835029374201788,0.199714285714286,0.819
"GO:1904746",43,"GO:0006915",0.1709,0,"negative regulation of apoptotic process involved in development","apoptotic process",0.881286079182631,0.380869565217391,0.631
"GO:0045849",43,"GO:0006915",0.1709,2,"negative regulation of nurse cell apoptotic process","apoptotic process",0.849126436781609,0.374478260869565,0.631
"GO:0009070",58,"GO:0043038",0.17066,0,"serine family amino acid biosynthetic process","amino acid activation",0.919527458492976,0.315909090909091,0.692
"GO:0006072",45,"GO:0090407",0.17046,14,"glycerol-3-phosphate metabolic process","organophosphate biosynthetic process",0.924295019157088,0.415888888888889,0.673
"GO:0052646",45,"GO:0090407",0.17046,0,"alditol phosphate metabolic process","organophosphate biosynthetic process",0.923862707535121,0.412555555555556,0.678
"GO:0045745",71,"GO:0008277",0.17008,2,"positive regulation of G protein-coupled receptor signaling pathway","regulation of G protein-coupled receptor signaling pathway",0.884106002554278,0.46975,0.876
"GO:0048515",124,"GO:0007286",0.16971,15,"spermatid differentiation","spermatid development",0.895961685823755,0.3022,0.989
"GO:0007617",86,"GO:0007619",0.16862,14,"mating behavior","courtship behavior",0.920513409961686,0.2236,0.937
"GO:0045921",32,"GO:0030100",0.16825,3,"positive regulation of exocytosis","regulation of endocytosis",0.879505747126437,0.295727272727273,0.74
"GO:0045879",123,"GO:0007166",0.16743,81,"negative regulation of smoothened signaling pathway","cell surface receptor signaling pathway",0.861911238825032,0.428083333333333,0.681
"GO:0001738",57,"GO:0009888",0.16678,13,"morphogenesis of a polarized epithelium","tissue development",0.92585312899106,0.338777777777778,0.773
"GO:0048469",25,"GO:0016322",0.16491,0,"cell maturation","neuron remodeling",0.911386334610473,0.228428571428571,0.855
"GO:0070252",84,"GO:0070252",0.16344,5,"actin-mediated cell contraction","actin-mediated cell contraction",0.981019157088123,0.27625,0
"GO:0043405",10,"GO:0045862",0.16328,2,"regulation of MAP kinase activity","positive regulation of proteolysis",0.855278416347382,0.356842105263158,0.567
"GO:1902533",23,"GO:0035556",0.16293,0,"positive regulation of intracellular signal transduction","intracellular signal transduction",0.843014687100894,0.270583333333333,0.824
"GO:0008213",102,"GO:0051568",0.16236,0,"protein alkylation","histone H3-K4 methylation",0.936992337164751,0.22,0.867
"GO:0006479",102,"GO:0051568",0.16236,6,"protein methylation","histone H3-K4 methylation",0.936208173690932,0.22,0.867
"GO:0006468",45,"GO:0090407",0.16063,442,"protein phosphorylation","organophosphate biosynthetic process",0.891705619412516,0.346777777777778,0.718
"GO:0040014",73,"GO:0045927",0.15998,15,"regulation of multicellular organism growth","positive regulation of growth",0.86854214559387,0.307212121212121,0.745
"GO:0006206",59,"GO:0009112",0.15912,2,"pyrimidine nucleobase metabolic process","nucleobase metabolic process",0.914255427841635,0.278142857142857,0.956
"GO:0044839",68,"GO:0044770",0.15869,0,"cell cycle G2/M phase transition","cell cycle phase transition",0.974273946360153,0.39275,0.882
"GO:0046130",56,"GO:0006401",0.15832,0,"purine ribonucleoside catabolic process","RNA catabolic process",0.895297573435504,0.299142857142857,0.751
"GO:0006152",56,"GO:0006401",0.15832,0,"purine nucleoside catabolic process","RNA catabolic process",0.895379948914432,0.299142857142857,0.751
"GO:0009164",69,"GO:1901659",0.15832,0,"nucleoside catabolic process","glycosyl compound biosynthetic process",0.893679438058748,0.146666666666667,0.854
"GO:0042454",69,"GO:1901659",0.15832,0,"ribonucleoside catabolic process","glycosyl compound biosynthetic process",0.894361430395913,0.137266666666667,0.849
"GO:0003383",84,"GO:0070252",0.15756,14,"apical constriction","actin-mediated cell contraction",0.907819284802043,0.276,0.988
"GO:0008363",122,"GO:0040003",0.15734,19,"larval chitin-based cuticle development","chitin-based cuticle development",0.931236909323116,0.3216,0.857
"GO:0042337",122,"GO:0040003",0.15734,0,"cuticle development involved in chitin-based cuticle molting cycle","chitin-based cuticle development",0.935701149425287,0.3208,0.858
"GO:0018200",21,"GO:0018212",0.15673,0,"peptidyl-glutamic acid modification","peptidyl-tyrosine modification",0.941021711366539,0.411416666666667,0.625
"GO:0048047",86,"GO:0007619",0.15647,12,"mating behavior, sex discrimination","courtship behavior",0.937310344827586,0.3732,0.728
"GO:1901020",17,"GO:1903531",0.15417,0,"negative regulation of calcium ion transmembrane transporter activity","negative regulation of secretion by cell",0.871846104725415,0.21396875,0.742
"GO:1901019",17,"GO:1903531",0.15417,0,"regulation of calcium ion transmembrane transporter activity","negative regulation of secretion by cell",0.871157726692209,0.198375,0.581
"GO:1903170",17,"GO:1903531",0.15417,0,"negative regulation of calcium ion transmembrane transport","negative regulation of secretion by cell",0.878114303959132,0.191375,0.771
"GO:1903169",17,"GO:1903531",0.15417,0,"regulation of calcium ion transmembrane transport","negative regulation of secretion by cell",0.880534482758621,0.1901875,0.591
"GO:1904063",17,"GO:1903531",0.15417,0,"negative regulation of cation transmembrane transport","negative regulation of secretion by cell",0.874944444444444,0.18603125,0.801
"GO:1901655",96,"GO:1901701",0.15371,0,"cellular response to ketone","cellular response to oxygen-containing compound",0.936358876117497,0.32755,0.816
"GO:0036315",96,"GO:1901701",0.15371,0,"cellular response to sterol","cellular response to oxygen-containing compound",0.935274584929757,0.25725,0.812
"GO:0071390",96,"GO:1901701",0.15371,14,"cellular response to ecdysone","cellular response to oxygen-containing compound",0.934342273307791,0.18425,0.812
"GO:0035232",78,"GO:0040017",0.15357,3,"germ cell attraction","positive regulation of locomotion",0.891964878671775,0.293,0.621
"GO:0006563",58,"GO:0043038",0.15344,1,"L-serine metabolic process","amino acid activation",0.92692975734355,0.327636363636364,0.678
"GO:0051236",121,"GO:0006403",0.15338,1,"establishment of RNA localization","RNA localization",0.950306513409962,0.285111111111111,0.924
"GO:0051301",9,"GO:0051302",0.1529,9,"cell division","regulation of cell division",0.976058748403576,0.252705882352941,0.79
"GO:0072384",120,"GO:0030705",0.15259,2,"organelle transport along microtubule","cytoskeleton-dependent intracellular transport",0.932344827586207,0.429428571428571,0.89
"GO:0042048",119,"GO:0070887",0.1523,49,"olfactory behavior","cellular response to chemical stimulus",0.902771392081737,0.401166666666667,0.642
"GO:0045501",118,"GO:0045597",0.15134,0,"regulation of sevenless signaling pathway","positive regulation of cell differentiation",0.807628352490421,0.295263157894737,0.685
"GO:0045873",118,"GO:0045597",0.15134,6,"negative regulation of sevenless signaling pathway","positive regulation of cell differentiation",0.799348020434227,0.278473684210526,0.647
"GO:0045677",118,"GO:0045597",0.15134,8,"negative regulation of R7 cell differentiation","positive regulation of cell differentiation",0.829272030651341,0.245052631578947,0.685
"GO:0050657",47,"GO:0071705",0.15091,0,"nucleic acid transport","nitrogen compound transport",0.952081098339719,0.2772,0.768
"GO:0050658",47,"GO:0071705",0.15091,2,"RNA transport","nitrogen compound transport",0.944544699872286,0.2772,0.768
"GO:0097305",96,"GO:1901701",0.15019,4,"response to alcohol","cellular response to oxygen-containing compound",0.947572796934866,0.27575,0.823
"GO:0008286",108,"GO:0009755",0.14894,58,"insulin receptor signaling pathway","hormone-mediated signaling pathway",0.868475734355045,0.249153846153846,0.849
"GO:0019343",117,"GO:0044272",0.14777,2,"cysteine biosynthetic process via cystathionine","sulfur compound biosynthetic process",0.928389527458493,0.24875,0.76
"GO:0006535",117,"GO:0044272",0.14777,2,"cysteine biosynthetic process from serine","sulfur compound biosynthetic process",0.928324393358876,0.24875,0.76
"GO:0006534",117,"GO:0044272",0.14777,0,"cysteine metabolic process","sulfur compound biosynthetic process",0.928021072796935,0.236375,0.714
"GO:0019344",117,"GO:0044272",0.14777,0,"cysteine biosynthetic process","sulfur compound biosynthetic process",0.925206896551724,0.2235,0.793
"GO:0010647",54,"GO:0010648",0.14746,0,"positive regulation of cell communication","negative regulation of cell communication",0.864901021711367,0.436,0.759
"GO:0008033",90,"GO:0034470",0.14725,38,"tRNA processing","ncRNA processing",0.920961047254151,0.3115,0.884
"GO:0042632",83,"GO:0060249",0.14621,15,"cholesterol homeostasis","anatomical structure homeostasis",0.991794380587484,0.346388888888889,0.599
"GO:0055092",83,"GO:0060249",0.14621,1,"sterol homeostasis","anatomical structure homeostasis",0.991761174968071,0.343722222222222,0.602
"GO:0009127",77,"GO:0009165",0.14618,0,"purine nucleoside monophosphate biosynthetic process","nucleotide biosynthetic process",0.905685185185185,0.255285714285714,0.788
"GO:0009168",77,"GO:0009165",0.14618,1,"purine ribonucleoside monophosphate biosynthetic process","nucleotide biosynthetic process",0.905662196679438,0.254,0.788
"GO:0051049",32,"GO:0030100",0.14595,2,"regulation of transport","regulation of endocytosis",0.870881864623244,0.247681818181818,0.864
"GO:1901616",44,"GO:1901615",0.14206,0,"organic hydroxy compound catabolic process","organic hydroxy compound metabolic process",0.95372030651341,0.382142857142857,0.791
"GO:0046164",44,"GO:1901615",0.14206,1,"alcohol catabolic process","organic hydroxy compound metabolic process",0.938638569604087,0.347428571428571,0.762
"GO:1990709",92,"GO:1904396",0.14141,7,"presynaptic active zone organization","regulation of neuromuscular junction development",0.951458492975734,0.3789375,0.669
"GO:0051493",42,"GO:0051130",0.14107,8,"regulation of cytoskeleton organization","positive regulation of cellular component organization",0.86820625798212,0.282,0.713
"GO:0051590",32,"GO:0030100",0.14051,0,"positive regulation of neurotransmitter transport","regulation of endocytosis",0.891236909323116,0.356272727272727,0.627
"GO:0001956",32,"GO:0030100",0.14051,2,"positive regulation of neurotransmitter secretion","regulation of endocytosis",0.849656449553001,0.277136363636364,0.627
"GO:0007051",116,"GO:0007018",0.14011,15,"spindle organization","microtubule-based movement",0.926823116219668,0.352142857142857,0.713
"GO:0044093",19,"GO:0043087",0.13887,0,"positive regulation of molecular function","regulation of GTPase activity",0.918967432950192,0.24171875,0.835
"GO:0046578",97,"GO:0035025",0.13771,6,"regulation of Ras protein signal transduction","positive regulation of Rho protein signal transduction",0.871214559386973,0.188,0.877
"GO:0009047",2,"GO:0040029",0.13673,15,"dosage compensation by hyperactivation of X chromosome","epigenetic regulation of gene expression",0.867621328224776,0.368142857142857,0.792
"GO:0001837",115,"GO:0001837",0.13609,4,"epithelial to mesenchymal transition","epithelial to mesenchymal transition",0.930948275862069,1,0
"GO:0051450",114,"GO:0051450",0.13546,3,"myoblast proliferation","myoblast proliferation",0.977610472541507,1,0
"GO:1901657",69,"GO:1901659",0.13517,0,"glycosyl compound metabolic process","glycosyl compound biosynthetic process",0.948654533844189,0.133,0.897
"GO:0010883",113,"GO:0051235",0.13487,24,"regulation of lipid storage","maintenance of location",0.888648786717752,0.277,0.92
"GO:0051246",10,"GO:0045862",0.13476,0,"regulation of protein metabolic process","positive regulation of proteolysis",0.851419540229885,0.282157894736842,0.813
"GO:0030588",112,"GO:0030588",0.1347,0,"pseudocleavage","pseudocleavage",0.939264367816092,0.5,0
"GO:0030589",112,"GO:0030588",0.1347,10,"pseudocleavage involved in syncytial blastoderm formation","pseudocleavage",0.938666666666667,0.5,1
"GO:0051654",1,"GO:0051646",0.13455,2,"establishment of mitochondrion localization","mitochondrion localization",0.960696040868455,0.291846153846154,0.953
"GO:0048609",106,"GO:0007530",0.13438,0,"multicellular organismal reproductive process","sex determination",0.919348659003831,0.22,0.545
"GO:0007141",8,"GO:1903046",0.13422,11,"male meiosis I","meiotic cell cycle process",0.900729246487867,0.3681,0.723
"GO:0060180",86,"GO:0007619",0.1333,6,"female mating behavior","courtship behavior",0.929885696040868,0.276666666666667,0.817
"GO:0032970",7,"GO:0030036",0.13289,3,"regulation of actin filament-based process","actin cytoskeleton organization",0.915265006385696,0.210090909090909,0.838
"GO:0032956",7,"GO:0030036",0.13289,18,"regulation of actin cytoskeleton organization","actin cytoskeleton organization",0.869250319284802,0.205727272727273,0.856
"GO:0016571",102,"GO:0051568",0.13252,0,"histone methylation","histone H3-K4 methylation",0.937825670498084,0.218666666666667,0.935
"GO:0048135",49,"GO:0048135",0.13065,2,"female germ-line cyst formation","female germ-line cyst formation",0.899761813537676,0.344333333333333,0
"GO:0019222",111,"GO:0010608",0.1306,2,"regulation of metabolic process","post-transcriptional regulation of gene expression",0.852360153256705,0.260428571428571,0.629
"GO:0097320",29,"GO:0007030",0.13025,9,"plasma membrane tubulation","Golgi organization",0.957475095785441,0.451666666666667,0.695
"GO:0006109",103,"GO:0005975",0.13012,4,"regulation of carbohydrate metabolic process","carbohydrate metabolic process",0.900914431673052,0.40175,0.791
"GO:0048601",110,"GO:0048601",0.1295,3,"oocyte morphogenesis","oocyte morphogenesis",0.907833971902937,1,0
"GO:0009145",77,"GO:0009165",0.12906,0,"purine nucleoside triphosphate biosynthetic process","nucleotide biosynthetic process",0.896512771392082,0.197714285714286,0.87
"GO:0009206",77,"GO:0009165",0.12906,0,"purine ribonucleoside triphosphate biosynthetic process","nucleotide biosynthetic process",0.896494891443167,0.196714285714286,0.87
"GO:0032436",10,"GO:0045862",0.12873,56,"positive regulation of proteasomal ubiquitin-dependent protein catabolic process","positive regulation of proteolysis",0.850441890166028,0.260473684210526,0.947
"GO:1901800",10,"GO:0045862",0.12873,5,"positive regulation of proteasomal protein catabolic process","positive regulation of proteolysis",0.849336526181354,0.255947368421053,0.955
"GO:0006421",90,"GO:0034470",0.1285,6,"asparaginyl-tRNA aminoacylation","ncRNA processing",0.918241379310345,0.477666666666667,0.596
"GO:0051057",97,"GO:0035025",0.12693,0,"positive regulation of small GTPase mediated signal transduction","positive regulation of Rho protein signal transduction",0.862461047254151,0.217153846153846,0.929
"GO:0046579",97,"GO:0035025",0.12693,27,"positive regulation of Ras protein signal transduction","positive regulation of Rho protein signal transduction",0.862379948914432,0.207384615384615,0.929
"GO:0006997",81,"GO:0030575",0.12642,10,"nucleus organization","nuclear body organization",0.944845466155811,0.314333333333333,0.813
"GO:0040040",109,"GO:0009416",0.12595,18,"thermosensory behavior","response to light stimulus",0.918451468710089,0.456071428571429,0.624
"GO:0051347",19,"GO:0043087",0.12478,0,"positive regulation of transferase activity","regulation of GTPase activity",0.925057471264368,0.265,0.78
"GO:1903391",92,"GO:1904396",0.12455,6,"regulation of adherens junction organization","regulation of neuromuscular junction development",0.900300127713921,0.3669375,0.592
"GO:0009116",69,"GO:1901659",0.12414,8,"nucleoside metabolic process","glycosyl compound biosynthetic process",0.901306513409962,0.128466666666667,0.892
"GO:1900077",108,"GO:0009755",0.12403,0,"negative regulation of cellular response to insulin stimulus","hormone-mediated signaling pathway",0.863905491698595,0.285230769230769,0.78
"GO:0046627",108,"GO:0009755",0.12403,37,"negative regulation of insulin receptor signaling pathway","hormone-mediated signaling pathway",0.85490932311622,0.274615384615385,0.78
"GO:0044703",107,"GO:0007618",0.12366,0,"multi-organism reproductive process","mating",0.97238122605364,0.5755,0.849
"GO:0018022",102,"GO:0051568",0.12331,0,"peptidyl-lysine methylation","histone H3-K4 methylation",0.936081736909323,0.219,0.913
"GO:0003006",106,"GO:0007530",0.12317,0,"developmental process involved in reproduction","sex determination",0.911091315453384,0.250545454545455,0.632
"GO:0043122",100,"GO:0043122",0.12309,5,"regulation of canonical NF-kappaB signal transduction","regulation of canonical NF-kappaB signal transduction",0.89412962962963,0.5365,0
"GO:0023056",26,"GO:0007165",0.12305,0,"positive regulation of signaling","signal transduction",0.880805874840358,0.316625,0.641
"GO:0047497",1,"GO:0051646",0.12231,5,"mitochondrion transport along microtubule","mitochondrion localization",0.935535759897829,0.297692307692308,0.943
"GO:0034643",1,"GO:0051646",0.12231,1,"establishment of mitochondrion localization, microtubule-mediated","mitochondrion localization",0.942123243933589,0.295307692307692,0.947
"GO:0009798",70,"GO:0009948",0.12181,2,"axis specification","anterior/posterior axis specification",0.917711366538953,0.255,0.95
"GO:0042430",66,"GO:0042430",0.12141,0,"indole-containing compound metabolic process","indole-containing compound metabolic process",0.935388250319285,0.349333333333333,0
"GO:0008340",105,"GO:0008340",0.12085,183,"determination of adult lifespan","determination of adult lifespan",0.958937420178799,1,0
"GO:0006996",104,"GO:0071840",0.12051,3,"organelle organization","cellular component organization or biogenesis",0.92676245210728,0.44075,0.72
"GO:0007614",95,"GO:0007613",0.12002,28,"short-term memory","memory",0.946698595146871,0.31125,0.861
"GO:0010906",103,"GO:0005975",0.1187,3,"regulation of glucose metabolic process","carbohydrate metabolic process",0.889704342273308,0.425,0.736
"GO:0034968",102,"GO:0051568",0.11865,7,"histone lysine methylation","histone H3-K4 methylation",0.93562962962963,0.2055,0.937
"GO:0007612",95,"GO:0007613",0.11843,11,"learning","memory",0.940842911877395,0.223333333333333,0.865
"GO:0010822",74,"GO:0010821",0.11726,0,"positive regulation of mitochondrion organization","regulation of mitochondrion organization",0.874293103448276,0.43375,0.934
"GO:0030727",49,"GO:0048135",0.1171,11,"germarium-derived female germ-line cyst formation","female germ-line cyst formation",0.89101404853129,0.346,0.994
"GO:0043123",100,"GO:0043122",0.11696,2,"positive regulation of canonical NF-kappaB signal transduction","regulation of canonical NF-kappaB signal transduction",0.890451468710089,0.5365,0.927
"GO:0060623",101,"GO:0051276",0.11696,1,"regulation of chromosome condensation","chromosome organization",0.911523627075351,0.50475,0.578
"GO:0008285",80,"GO:0060491",0.11683,50,"negative regulation of cell population proliferation","regulation of cell projection assembly",0.888697956577267,0.329142857142857,0.718
"GO:0072599",30,"GO:0072599",0.11638,0,"establishment of protein localization to endoplasmic reticulum","establishment of protein localization to endoplasmic reticulum",0.940333333333333,0.607,0
"GO:0006754",77,"GO:0009165",0.11622,2,"ATP biosynthetic process","nucleotide biosynthetic process",0.885007662835249,0.197214285714286,0.868
"GO:0032095",99,"GO:0032104",0.11577,3,"regulation of response to food","regulation of response to extracellular stimulus",0.909438058748404,0.33225,1
"GO:0046085",69,"GO:1901659",0.11568,1,"adenosine metabolic process","glycosyl compound biosynthetic process",0.908213282247765,0.156666666666667,0.824
"GO:0006154",69,"GO:1901659",0.11568,16,"adenosine catabolic process","glycosyl compound biosynthetic process",0.896525542784164,0.145133333333333,0.821
"GO:0019749",98,"GO:0007303",0.11565,3,"cytoskeleton-dependent cytoplasmic transport, nurse cell to oocyte","cytoplasmic transport, nurse cell to oocyte",0.882628991060026,0.42,0.906
"GO:0006520",58,"GO:0043038",0.11547,20,"amino acid metabolic process","amino acid activation",0.904771392081737,0.251363636363636,0.906
"GO:0008037",50,"GO:0016198",0.11511,0,"cell recognition","axon choice point recognition",0.981911238825032,0.234428571428571,0.878
"GO:0051056",97,"GO:0035025",0.11475,8,"regulation of small GTPase mediated signal transduction","positive regulation of Rho protein signal transduction",0.870341634738186,0.193923076923077,0.87
"GO:0046958",95,"GO:0007613",0.11409,2,"nonassociative learning","memory",0.948553001277139,0.297416666666667,0.742
"GO:0008038",50,"GO:0016198",0.11385,6,"neuron recognition","axon choice point recognition",0.895038952745849,0.232,0.881
"GO:0090087",32,"GO:0030100",0.11383,0,"regulation of peptide transport","regulation of endocytosis",0.89457343550447,0.325363636363636,0.676
"GO:0030717",8,"GO:1903046",0.11305,31,"oocyte karyosome formation","meiotic cell cycle process",0.870249042145594,0.3767,0.774
"GO:0048149",96,"GO:1901701",0.11302,60,"behavioral response to ethanol","cellular response to oxygen-containing compound",0.902905491698595,0.3186,0.758
"GO:0061099",21,"GO:0018212",0.11197,4,"negative regulation of protein tyrosine kinase activity","peptidyl-tyrosine modification",0.83577969348659,0.231583333333333,0.919
"GO:0060341",94,"GO:0070201",0.11048,0,"regulation of cellular localization","regulation of establishment of protein localization",0.863383141762452,0.208473684210526,0.913
"GO:0051046",32,"GO:0030100",0.11003,2,"regulation of secretion","regulation of endocytosis",0.880677522349936,0.209409090909091,0.782
"GO:0008355",95,"GO:0007613",0.10966,43,"olfactory learning","memory",0.90154214559387,0.25325,0.82
"GO:0009119",69,"GO:1901659",0.10886,0,"ribonucleoside metabolic process","glycosyl compound biosynthetic process",0.903528735632184,0.1288,0.873
"GO:0051348",19,"GO:0043087",0.1086,0,"negative regulation of transferase activity","regulation of GTPase activity",0.927973180076628,0.25915625,0.735
"GO:0032879",32,"GO:0030100",0.10833,8,"regulation of localization","regulation of endocytosis",0.871516602809706,0.280363636363636,0.827
"GO:2001135",94,"GO:0070201",0.10654,4,"regulation of endocytic recycling","regulation of establishment of protein localization",0.885389527458493,0.29378947368421,0.723
"GO:0030048",84,"GO:0070252",0.10597,10,"actin filament-based movement","actin-mediated cell contraction",0.980434227330779,0.29325,0.965
"GO:0007310",70,"GO:0009948",0.10562,22,"oocyte dorsal/ventral axis specification","anterior/posterior axis specification",0.888699233716475,0.288,0.779
"GO:0022407",5,"GO:0007157",0.10552,2,"regulation of cell-cell adhesion","heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules",0.921669859514687,0.2194,0.721
"GO:0060079",93,"GO:0042391",0.10466,3,"excitatory postsynaptic potential","regulation of membrane potential",0.871100255427842,0.39725,0.799
"GO:0008214",61,"GO:0008214",0.10457,0,"protein dealkylation","protein dealkylation",0.947207535121328,0.2328,0
"GO:0006482",61,"GO:0008214",0.10457,3,"protein demethylation","protein dealkylation",0.946651340996169,0.2328,1
"GO:0070076",61,"GO:0008214",0.10457,0,"histone lysine demethylation","protein dealkylation",0.946256066411239,0.2254,0.963
"GO:0016577",61,"GO:0008214",0.10457,0,"histone demethylation","protein dealkylation",0.946256066411239,0.2254,0.963
"GO:0061172",14,"GO:0007163",0.1037,1,"regulation of establishment of bipolar cell polarity","establishment or maintenance of cell polarity",0.936462962962963,0.393526315789474,0.63
"GO:0001682",90,"GO:0034470",0.1034,18,"tRNA 5'-leader removal","ncRNA processing",0.935313537675607,0.413666666666667,0.711
"GO:0006998",81,"GO:0030575",0.10337,8,"nuclear envelope organization","nuclear body organization",0.947739463601533,0.367,0.733
"GO:0048588",73,"GO:0045927",0.10316,0,"developmental cell growth","positive regulation of growth",0.911590038314176,0.242727272727273,0.715
"GO:0048790",92,"GO:1904396",0.09937,12,"maintenance of presynaptic active zone structure","regulation of neuromuscular junction development",0.952285440613027,0.4005,0.643
"GO:0007009",29,"GO:0007030",0.09902,14,"plasma membrane organization","Golgi organization",0.953199872286079,0.416,0.767
"GO:0034389",91,"GO:0034389",0.09858,14,"lipid droplet organization","lipid droplet organization",0.953604086845466,1,0
"GO:0006399",90,"GO:0034470",0.09856,1,"tRNA metabolic process","ncRNA processing",0.921565772669221,0.310333333333333,0.862
"GO:0006122",89,"GO:0006091",0.09853,29,"mitochondrial electron transport, ubiquinol to cytochrome c","generation of precursor metabolites and energy",0.952332056194125,0.38075,0.771
"GO:0018095",21,"GO:0018212",0.09741,9,"protein polyglutamylation","peptidyl-tyrosine modification",0.944611111111111,0.439333333333333,0.59
"GO:0007412",88,"GO:0048812",0.09574,13,"axon target recognition","neuron projection morphogenesis",0.862316730523627,0.443888888888889,0.655
"GO:0007162",5,"GO:0007157",0.09441,4,"negative regulation of cell adhesion","heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules",0.909110472541507,0.2803,0.615
"GO:0007564",87,"GO:0018990",0.09288,1,"regulation of chitin-based cuticle tanning","ecdysis, chitin-based cuticle",0.892965517241379,0.45175,0.745
"GO:0033674",19,"GO:0043087",0.09285,20,"positive regulation of kinase activity","regulation of GTPase activity",0.84118901660281,0.27346875,0.766
"GO:0045860",12,"GO:0042326",0.09285,5,"positive regulation of protein kinase activity","negative regulation of phosphorylation",0.829593869731801,0.2028,0.789
"GO:2000272",19,"GO:0043087",0.09269,0,"negative regulation of signaling receptor activity","regulation of GTPase activity",0.884356960408685,0.35503125,0.63
"GO:0007175",21,"GO:0018212",0.09269,5,"negative regulation of epidermal growth factor-activated receptor activity","peptidyl-tyrosine modification",0.80345785440613,0.249166666666667,0.886
"GO:0010840",79,"GO:0048521",0.09268,0,"regulation of circadian sleep/wake cycle, wakefulness","negative regulation of behavior",0.902540868454662,0.310285714285714,0.69
"GO:0010841",79,"GO:0048521",0.09268,5,"positive regulation of circadian sleep/wake cycle, wakefulness","negative regulation of behavior",0.88839846743295,0.310285714285714,0.69
"GO:0044237",37,"GO:0044237",0.09183,2,"cellular metabolic process","cellular metabolic process",0.911498722860792,0.531,0
"GO:0019098",86,"GO:0007619",0.09183,2,"reproductive behavior","courtship behavior",0.920069604086845,0.230733333333333,0.929
"GO:0007056",8,"GO:1903046",0.09169,7,"spindle assembly involved in female meiosis","meiotic cell cycle process",0.888004469987229,0.3065,0.735
"GO:0016318",85,"GO:0007164",0.09146,33,"ommatidial rotation","establishment of tissue polarity",0.886658365261814,0.423,0.865
"GO:0098628",15,"GO:0035335",0.09141,1,"peptidyl-N-phospho-arginine dephosphorylation","peptidyl-tyrosine dephosphorylation",0.934424010217114,0.5216,0.579
"GO:0070481",56,"GO:0006401",0.09132,4,"nuclear-transcribed mRNA catabolic process, non-stop decay","RNA catabolic process",0.871227330779055,0.393357142857143,0.707
"GO:0003384",84,"GO:0070252",0.09063,9,"apical constriction involved in gastrulation","actin-mediated cell contraction",0.895506385696041,0.299,0.942
"GO:0048138",75,"GO:0016333",0.09047,0,"germ-line cyst encapsulation","morphogenesis of follicular epithelium",0.911012132822478,0.2905,0.916
"GO:0043543",63,"GO:0043543",0.08978,0,"protein acylation","protein acylation",0.933603448275862,0.2215,0
"GO:0000212",8,"GO:1903046",0.0892,23,"meiotic spindle organization","meiotic cell cycle process",0.911595146871009,0.2977,0.802
"GO:0034762",17,"GO:1903531",0.08919,0,"regulation of transmembrane transport","negative regulation of secretion by cell",0.873515964240102,0.221125,0.647
"GO:0034765",17,"GO:1903531",0.08919,3,"regulation of monoatomic ion transmembrane transport","negative regulation of secretion by cell",0.871554278416347,0.15996875,0.644
"GO:0036335",83,"GO:0060249",0.08788,38,"intestinal stem cell homeostasis","anatomical structure homeostasis",0.955689655172414,0.340833333333333,0.859
"GO:0048872",83,"GO:0060249",0.08788,0,"homeostasis of number of cells","anatomical structure homeostasis",0.954998084291188,0.330888888888889,0.873
"GO:0006117",82,"GO:0006081",0.08675,6,"acetaldehyde metabolic process","cellular aldehyde metabolic process",0.957948914431673,0.556,0.888
"GO:0006999",81,"GO:0030575",0.08661,11,"nuclear pore organization","nuclear body organization",0.948150702426565,0.383,0.711
"GO:0051490",80,"GO:0060491",0.08618,4,"negative regulation of filopodium assembly","regulation of cell projection assembly",0.88188122605364,0.291142857142857,0.818
"GO:2001242",43,"GO:0006915",0.08544,0,"regulation of intrinsic apoptotic signaling pathway","apoptotic process",0.883740740740741,0.326478260869565,0.701
"GO:0043620",60,"GO:0043620",0.0853,2,"regulation of DNA-templated transcription in response to stress","regulation of DNA-templated transcription in response to stress",0.866961047254151,0.5175,0
"GO:0042749",79,"GO:0048521",0.08511,7,"regulation of circadian sleep/wake cycle","negative regulation of behavior",0.885222860791826,0.259571428571429,0.802
"GO:0050918",78,"GO:0040017",0.08501,0,"positive chemotaxis","positive regulation of locomotion",0.953325670498084,0.272818181818182,0.661
